"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202211","3호선","일원","8","1","2089","1700","8752","10460","24613","32379","26718","25462","17790","20620","17896","17206","17924","12703","18198","15558","15807","17169","17371","15495","22787","14448","30611","13769","37361","16529","18140","21866","10675","17440","6957","11273","4609","10688","3775","10818","1307","4869","123","1556","0","11","0","0","0","0","20221203"
"202211","3호선","잠원","0","0","1076","1450","4400","7469","12199","7317","18684","11377","11707","7362","8419","5008","8492","5129","8337","5933","7922","6919","7252","6629","8163","7767","12152","8987","12291","11274","9260","14143","5285","10362","3751","6491","3938","6604","2419","6620","789","3427","257","1101","0","1","0","0","0","0","20221203"
"202211","3호선","종로3가","49","2","745","880","1197","5643","1731","15892","2908","45655","4085","45382","6019","34135","8843","26702","10498","23978","12296","22403","15373","20934","18550","18687","23337","17402","35908","17825","56436","17498","28592","9348","17340","4910","17767","3908","13638","2860","6005","1853","664","769","0","19","0","0","0","0","20221203"
"202211","3호선","지축","10","3","3013","930","9898","6966","28311","5646","27514","6926","14599","4828","9878","4056","8146","4381","8049","5657","8204","6203","7119","6483","8459","8212","12414","11103","9479","15015","6587","24639","4861","19206","3378","12258","2605","10390","1937","9307","879","5224","228","946","0","0","0","0","0","0","20221203"
"202211","3호선","충무로","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","3","0","4","0","1","0","2","0","4","0","1","0","6","0","3","0","2","0","1","0","5","0","3","0","0","0","0","0","0","0","0","0","20221203"
"202211","3호선","학여울","8","0","557","260","1779","1766","4396","3607","5097","8962","3312","6292","2750","4768","2995","3139","3135","3633","3283","4273","3633","3839","4790","3655","6755","3727","7823","4085","8135","4504","2822","3526","1891","2457","1608","2138","937","1930","256","1118","37","396","0","1","0","0","0","0","20221203"
"202211","3호선","홍제","85","5","9945","1318","24284","7118","68084","11182","73467","27618","46930","22625","32102","19657","29365","18842","31982","20487","27980","22597","25430","24645","26642","29217","29723","35768","30658","43286","28364","65539","14715","53726","11611","31271","9579","28506","6464","23439","2649","14643","443","3986","1","1","0","0","0","0","20221203"
"202211","4호선","길음","22","0","10202","2117","33794","7779","89927","14184","88863","35274","50961","27284","34591","25128","30298","26937","32914","25673","31381","30121","28706","31120","31319","32910","36320","41636","39160","56632","36431","84569","18609","66045","15368","38824","13131","37937","12520","33441","4978","19360","725","5780","0","4","1","1","0","0","20221203"
"202211","4호선","남태령","56","0","420","80","1037","1595","2250","3917","3322","6076","3189","2175","2342","1288","2355","1387","2365","1457","2136","1308","2135","1485","2118","1552","3223","1541","5319","1726","4281","1777","1683","1532","1092","1526","725","1212","357","880","180","496","18","167","0","0","0","0","0","0","20221203"
"202211","4호선","노원","304","2","12077","555","24053","7414","53083","13837","58875","32257","34837","32227","27064","24258","26325","23375","30260","27357","28335","31424","27757","30884","28826","34458","33067","42564","35012","57725","33781","84380","23877","67231","24718","37986","23833","33054","19679","28046","8878","18646","1986","6255","3","744","0","0","0","0","20221203"
"202211","4호선","당고개","42","0","8261","58","15667","4838","42206","5733","37670","11223","23411","10170","16053","9166","14323","8562","14441","9703","14445","10714","13469","11104","12121","13622","13159","16136","13206","20460","11454","27430","7044","26196","4977","16761","4034","15055","2671","13284","1138","9485","221","3202","0","372","0","0","0","0","20221203"
"202211","4호선","동대문","239","2","4280","2417","3092","14184","5111","34256","7060","71801","12278","66213","17195","56689","24235","51526","30565","45293","35736","41516","45129","39330","53012","32616","64826","24884","88749","19691","61333","16641","31319","17030","23276","11432","24641","7494","13825","5594","5709","5097","772","1198","3","111","0","0","0","0","20221203"
"202211","4호선","동대문역사문화공원(DDP)","395","4","5383","1496","4340","12571","7950","26553","10713","64238","12250","37102","13032","27752","16500","26177","19911","24895","22407","24851","28557","23797","34407","21595","40288","20040","59673","22533","78003","24534","39516","23223","30052","14490","29650","11970","20936","8804","10300","5864","1922","2130","2","83","0","0","0","0","20221203"
"202211","4호선","동작(현충원)","10","0","307","148","593","2004","2075","3204","2505","5269","2227","3682","1801","2996","2249","2477","2513","2310","2207","2863","2345","2764","3131","2647","3835","2581","5308","3007","5028","3595","2132","2239","1961","2290","1677","1086","1116","821","387","562","82","314","0","84","0","0","0","0","20221203"
"202211","4호선","명동","20","2","1074","888","3141","15687","6028","50781","11321","116994","18808","85216","22920","53169","29599","51404","32615","59099","36949","53635","45137","47786","60804","48965","70582","49012","87665","54547","128464","49646","67003","33375","61005","20781","53831","16327","38050","10915","12006","5993","1171","1992","1","83","0","0","0","0","20221203"
"202211","4호선","미아(서울사이버대학)","60","3","11529","2001","21121","5867","47847","15457","52449","35817","33996","21260","24768","15322","24203","19356","24919","16523","23197","18704","23794","21369","23004","24785","26830","28608","29884","36430","29351","48227","16452","40621","11163","23801","9769","21721","7141","19112","2377","11962","433","3423","2","1","0","0","0","0","20221203"
"202211","4호선","미아사거리","68","2","15678","2433","37897","7817","96605","18761","100672","31796","62847","31206","43262","27633","39950","28758","41119","31461","40576","35425","39511","37864","41054","46691","47146","56642","42963","72313","42898","104194","29931","84070","28705","47429","17488","44644","13397","37544","6058","20403","1174","5475","0","3","0","0","0","0","20221203"
"202211","4호선","사당","156","60","10689","1476","26566","18267","73857","25675","91137","38051","73140","30275","45215","25180","38075","30125","39395","32917","39159","28620","38562","28857","37188","34639","40635","46367","47863","69677","53904","100113","35626","64030","33533","36389","36828","32812","31469","29760","15029","19139","1886","5767","2","629","0","0","0","0","20221203"
"202211","4호선","삼각지","2","0","794","375","2119","5033","7515","14475","10464","22183","6740","12569","5046","9307","5651","10043","6684","10307","7913","10500","8174","9721","8863","10992","10926","13031","17362","17120","26311","21427","11242","12776","11436","7490","11752","5878","10068","5450","5009","3578","818","1308","0","39","0","0","0","0","20221203"
"202211","4호선","상계","44","3","14115","270","37236","7397","89776","16180","78066","21512","45626","17194","31495","14867","28457","15890","30159","20116","27005","20353","23826","22973","23929","27523","26483","35518","27272","47880","23048","67497","14783","61866","11752","36997","10597","32161","10444","29360","2881","19372","520","5104","2","578","0","0","0","0","20221203"
"202211","4호선","서울역","266","5","4438","959","6235","16379","12772","40304","15557","84870","14255","55533","11995","29282","13937","27120","14933","31860","14492","32381","14955","29205","17510","32594","23008","35591","49158","41401","65202","41845","25242","31572","16569","22183","13971","20602","10362","15914","4756","8184","656","2659","2","276","0","0","0","0","20221203"
"202211","4호선","성신여대입구(돈암)","22","0","5821","1625","18742","7518","48147","16978","53998","42525","36369","28123","28340","23016","29957","32602","33520","27899","33262","29715","35724","33894","37619","32147","41061","39378","51567","51977","52344","70822","30529","54824","28423","33578","30631","31408","26769","27439","12225","17862","2461","5817","0","7","0","0","0","0","20221203"
"202211","4호선","수유(강북구청)","87","1","22717","2735","49315","11436","119309","20734","126640","55318","79942","40542","55554","30880","51062","32457","53152","35530","51196","41066","47884","43545","47511","53232","52996","69463","59806","88621","64960","132321","36219","116049","27466","68825","24206","62262","18935","54350","10004","34967","1932","9191","0","12","1","2","0","0","20221203"
"202211","4호선","숙대입구(갈월)","8","1","2944","577","7701","6944","18519","23054","26397","51659","20599","33281","16802","27644","17541","21959","22863","20676","22062","21478","22840","19467","26821","19426","38794","23346","41036","32192","52876","41556","26727","25633","23632","16291","24752","14572","18954","13429","9414","8329","1475","2194","0","9","0","0","0","0","20221203"
"202211","4호선","신용산","9","0","1445","928","4040","12884","12127","37010","17606","90767","14278","71214","13636","30782","17022","24482","17869","25581","22019","25740","21832","24738","28020","25812","37701","28590","64985","34793","99404","42800","44070","24208","35921","13169","34011","10942","22522","8000","10765","4502","1817","1121","0","74","0","0","0","0","20221203"
"202211","4호선","쌍문","261","23","24225","1200","53238","8590","128900","14706","131811","28059","80138","21192","54248","19658","46443","20808","45817","26010","40760","28732","35646","31531","33420","41823","36699","54404","37964","71229","34252","110003","21177","101369","15604","60898","12781","54465","9244","49305","4096","30394","624","9087","1","24","0","0","0","0","20221203"
